date,equity,position,mean_pred,spy_neighbors
2019-04-09,0.9798416762669304,1,0.002120237332710673,10
2019-04-10,0.9797436920993038,0,-9.754659149816547e-05,10
2019-04-11,0.9797436920993038,0,-0.0006813958337703596,10
2019-04-12,0.9797436920993038,0,0.0004056385800272011,10
2019-04-15,0.9802873504804247,1,0.0005053587149975947,10
2019-04-16,0.977885741086203,1,0.0008761693623489109,10
2019-04-17,0.9777879525120944,0,-0.0020288601605532365,10
2019-04-18,0.9777879525120944,0,-0.00037115792920783264,10
2019-04-22,0.9777879525120944,0,-0.0019747364510071643,10
2019-04-23,0.9755177173107771,1,0.0009375997113590274,10
2019-04-24,0.974916810598762,1,0.0012163187927660246,10
2019-04-25,0.9748193189177021,0,-0.002587116458166161,10
2019-04-26,0.976249171887476,1,0.0012758002098694377,10
2019-04-29,0.9761515469702872,0,-0.0001484477745872681,10
2019-04-30,0.9761515469702872,0,-0.0009743205823837364,10
2019-05-01,0.973944151390928,1,0.002107918601645853,10
2019-05-02,0.9738467569757889,0,0.00033794400060402905,10
2019-05-03,0.9738467569757889,0,-0.0015040325967428103,10
2019-05-06,0.9573506204388945,1,0.0011592404898182807,10
2019-05-07,0.9572548853768507,0,-0.004516353744703228,10
2019-05-08,0.9542585278539378,1,0.0009282570467154194,10
2019-05-09,0.9590403806673052,1,0.001925803051827657,10
2019-05-10,0.9589444766292385,0,0.00014395026172806525,10
2019-05-13,0.9589444766292385,0,-0.0015591872485981816,10
2019-05-14,0.9589444766292385,0,-0.0011753462595049946,10
2019-05-15,0.9589444766292385,0,-0.004304602648110123,10
2019-05-16,0.9589444766292385,0,0.0,2
2019-05-17,0.9524876005124686,1,0.0045311730386761616,10
2019-05-20,0.9523923517524174,0,-0.0025686828596171553,10
2019-05-21,0.9523923517524174,0,0.0003397596929812785,10
2019-05-22,0.9405896738669052,1,0.0006194224973254059,10
2019-05-23,0.9404956148995185,0,-0.005844597558050424,10
2019-05-24,0.9404956148995185,0,-0.0016197363939665977,10
2019-05-28,0.9340697080639592,1,0.00477371161793867,10
2019-05-29,0.9366177104742891,1,0.004257332391354484,10
2019-05-30,0.9365240487032417,0,-0.0008101490171743997,10
2019-05-31,0.9340458864350861,1,0.006389811384812471,10
2019-06-03,0.9541039243809273,1,0.0013143470201304908,10
2019-06-04,0.9540085139884892,0,-0.0032245054368228664,10
2019-06-05,0.9540085139884892,0,-0.0010209337039666089,10
2019-06-06,0.9634117351919426,1,0.006860718204393645,10
2019-06-07,0.9678223498022134,1,0.000835658516025628,10
2019-06-10,0.9675879103195633,1,0.0014831561513793724,10
2019-06-11,0.9658788089307783,1,0.0005430723887692501,10
2019-06-12,0.9657822210498852,0,-2.900701220287516e-06,10
2019-06-13,0.9657822210498852,0,-0.000905359356693225,10
2019-06-14,0.9657822210498852,0,0.0004424495279651275,10
2019-06-17,0.9757448725388642,1,0.0012774072752862685,10
2019-06-18,0.9756472980516103,0,-0.0021963438288191027,10
2019-06-19,0.9756472980516103,0,-0.0007966558349006725,10
2019-06-20,0.9756472980516103,0,-0.0009371838196581272,10
2019-06-21,0.974354379584806,1,0.0008885719805086012,10
2019-06-24,0.9742569441468475,0,-0.0019120854947570543,10
2019-06-25,0.9731876482854738,1,0.0018817999606704384,10
2019-06-26,0.9766324461707412,1,0.002000511162037544,10
2019-06-27,0.9816450910416691,1,0.0028601845559776073,10
2019-06-28,0.9815469265325649,0,-0.0005578099454270457,10
2019-07-01,0.9840013846189649,1,0.0013154189418382422,10
2019-07-02,0.9839029844805031,0,0.00016744665499386359,10
2019-07-03,0.9826841807909061,1,0.0014773732151789787,10
2019-07-05,0.9772697746414611,1,0.003384901981041022,10
2019-07-08,0.977172047663997,0,8.255199130227097e-05,10
2019-07-09,0.977172047663997,0,-0.0001244022381342802,10
2019-07-10,0.9793624896653297,1,0.0013953235368830974,10
2019-07-11,0.9792645534163632,0,-0.00020084680066103643,10
2019-07-12,0.9794923424345616,1,0.0012138601168534713,10
2019-07-15,0.9793943932003182,0,-0.0006326281874190265,10
2019-07-16,0.9793943932003182,0,0.0003095030147137301,10
2019-07-17,0.9793943932003182,0,0.00032220501796667025,10
2019-07-18,0.9793943932003182,0,-0.0018735016937631243,10
2019-07-19,0.9816987795221487,1,0.0017474590218086838,10
2019-07-22,0.9816006096441965,0,-0.0016824287143538895,10
2019-07-23,0.9861043989106038,1,0.0006718645380971999,10
2019-07-24,0.9813823627368379,1,0.001695004707380221,10
2019-07-25,0.9879355987892033,1,0.001698089199813957,10
2019-07-26,0.9861345954604218,1,0.0009030180886108851,10
2019-07-29,0.9860359820008758,0,-0.0012402379842916921,10
2019-07-30,0.9860359820008758,0,-0.0008611078874336542,10
2019-07-31,0.9860359820008758,0,-0.004515344419428136,10
2019-08-01,0.9860359820008758,0,-0.01127661703518985,10
2019-08-02,0.9558324865910376,1,0.006367407016216564,10
2019-08-05,0.9557369033423785,0,-0.0022801938046179693,10
2019-08-06,0.9557369033423785,0,-0.003460249587176012,10
2019-08-07,0.9557369033423785,0,-0.004163873185786482,10
2019-08-08,0.9557369033423785,0,-0.0029678173736259693,10
2019-08-09,0.9557369033423785,0,-0.006237184860364486,10
2019-08-12,0.9557369033423785,0,-0.005155520546585901,10
2019-08-13,0.9557369033423785,0,-0.0030424602856973237,4
2019-08-14,0.9581626365153167,1,0.00551514214980342,10
2019-08-15,0.9721971245258368,1,0.0069617487079835175,10
2019-08-16,0.9838400309826926,1,0.0020652686255545837,10
2019-08-19,0.9837416469795943,0,-0.0015165793266455729,10
2019-08-20,0.9916131649051884,1,0.0007398770435405489,10
2019-08-21,0.9913080216226029,1,0.0032414761896207623,10
2019-08-22,0.9655110869357806,1,0.003174803214184152,10
2019-08-23,0.9761294612804822,1,0.0007292310882140107,10
2019-08-26,0.9722922280629741,1,0.0038909471372344127,10
2019-08-27,0.9791145907336528,1,0.0017817882238842842,10
2019-08-28,0.9790166792745795,0,0.0002736290591052182,10
2019-08-29,0.9784833950828685,1,0.0022036202373944213,10
2019-08-30,0.9783855467433602,0,-0.0006133701161942007,10
2019-09-03,0.9783855467433602,0,-0.00433818290464183,10
2019-09-04,0.9907834032996462,1,0.002343292124149787,10
2019-09-05,0.9906843249593162,0,-0.003577974238432624,10
2019-09-06,0.9906843249593162,0,0.00032710089132930164,10
2019-09-09,0.9906843249593162,0,0.00014346114674337329,10
2019-09-10,0.9976046295566466,1,0.0007339316276189223,10
2019-09-11,1.0010542967574234,1,0.0010934470995534796,10
2019-09-12,1.000389499700029,1,0.002342841217417213,10
2019-09-13,1.0002894607500592,0,-0.0004448802692224696,10
2019-09-16,1.0002894607500592,0,-0.0003642346990276657,10
2019-09-17,1.0002894607500592,0,-0.0009999679876349532,10
2019-09-18,1.0001231330617923,1,0.002130553459763185,10
2019-09-19,0.9953866262549212,1,0.0005220225667834199,10
2019-09-20,0.9951527717118133,1,0.0014613874156349737,10
2019-09-23,0.9873130666837523,1,0.001867871049184,10
2019-09-24,0.9872143353770839,0,-0.001620611956297413,10
2019-09-25,0.9850569430688129,1,0.0005050932570561884,10
2019-09-26,0.984958437374506,0,-0.0028107942827723777,10
2019-09-27,0.9894168591452822,1,0.0020401239001711425,10
2019-09-30,0.9893179174593677,0,-0.0025261292564337625,10
2019-10-01,0.9893179174593677,0,-0.0026476724871620227,10
2019-10-02,0.9893179174593677,0,-0.003277592965186571,10
2019-10-03,1.0025152896580967,1,0.0016324874908804966,10
2019-10-04,0.9981807011657675,1,0.0015584650009974332,10
2019-10-07,0.9980808830956509,0,-0.009285321652544897,10
2019-10-08,1.0074135317917843,1,0.0016873179140874939,10
2019-10-09,1.0142039586216312,1,0.0006618598745013138,10
2019-10-10,1.014102538225769,0,-0.0002857935169844339,10
2019-10-11,1.014102538225769,0,0.0,0
2019-10-14,1.0239904207959714,1,0.0009518578775117526,10
2019-10-15,1.0223442950898356,1,0.004021647569281317,10
2019-10-16,1.0222420606603266,0,-0.00017688591867282,10
2019-10-17,1.0222420606603266,0,-0.0007606535171204243,10
2019-10-18,1.029045614141507,1,0.0009446744914689553,10
2019-10-21,1.028942709580093,0,0.00041839638302239025,10
2019-10-22,1.0318291877415522,1,0.0020853563736142,10
2019-10-23,1.03351351165555,1,0.0007197262193224141,10
2019-10-24,1.0377371827911277,1,0.0018476415302315808,10
2019-10-25,1.0376334090728485,0,-0.0012882379413635015,10
2019-10-28,1.0376334090728485,0,-0.0003422753173867754,10
2019-10-29,1.0376334090728485,0,-0.0018797047841836445,10
2019-10-30,1.0347625637998485,1,0.00111115969817277,10
2019-10-31,1.0443045948241347,1,0.001397236469035068,10
2019-11-01,1.0442001643646524,0,1.4095746995135273e-05,10
2019-11-04,1.0429404769023027,1,0.0008506458274113449,10
2019-11-05,1.0431782377015544,1,0.001527761648023862,10
2019-11-06,1.0468401883263492,1,0.0013065958596238047,10
2019-11-07,1.0467355043075166,0,5.522851114214689e-07,10
2019-11-08,1.0467355043075166,0,0.0004168963533517811,10
2019-11-11,1.048834525169629,1,0.0008102533888765251,10
2019-11-12,1.0491741368887892,1,0.0010298733751217704,10
2019-11-13,1.0490692194751003,0,0.0002231468667436509,10
2019-11-14,1.0565273850703114,1,0.0007540673351933869,10
2019-11-15,1.0564217323318044,0,9.734080536274447e-05,10
2019-11-18,1.0560110091729216,1,0.0014993423218285784,10
2019-11-19,1.0559054080720043,0,-0.00020725470585105654,10
2019-11-20,1.0559054080720043,0,-0.0013107047967952923,10
2019-11-21,1.0559054080720043,0,-0.0009517139366079341,10
2019-11-22,1.0639510546901128,1,0.0024051628602783206,10
2019-11-25,1.0638446595846438,0,-0.00048278360061795313,10
2019-11-26,1.0638446595846438,0,0.0004296643464726024,10
2019-11-27,1.0597858068874118,1,0.0021344176403335522,10
2019-11-29,1.059679828306723,0,-6.410321605496705e-05,10
2019-12-02,1.059679828306723,0,0.00019800899106172664,10
2019-12-03,1.059679828306723,0,-0.005168367792414941,10
2019-12-04,1.059679828306723,0,-0.0013402120049518906,10
2019-12-05,1.059679828306723,0,-0.0029168158598451123,10
2019-12-06,1.059679828306723,0,-0.002753322261106561,10
2019-12-09,1.059679828306723,0,-0.002155330505642805,10
2019-12-10,1.059679828306723,0,-0.0011806259183794409,10
2019-12-11,1.0686669516030187,1,0.0023053333524840625,10
2019-12-12,1.0685600849078585,0,-0.0033658433958341227,10
2019-12-13,1.0685600849078585,0,-0.0013240514094064793,10
2019-12-16,1.0685600849078585,0,-5.678664275761136e-05,10
2019-12-17,1.0685600849078585,0,-0.00039255974334926334,10
2019-12-18,1.0685600849078585,0,-9.394590105502588e-05,10
2019-12-19,1.0731270741261192,1,0.0011504836968986964,10
2019-12-20,1.0730197614187065,0,-0.0012259016675293388,10
2019-12-23,1.0729461438273722,1,0.001175946245126802,10
2019-12-24,1.0728388492129894,0,6.230820990076325e-05,10
2019-12-26,1.0728388492129894,0,0.00029108069626895274,10
2019-12-27,1.066800900275513,1,0.0006944215283368749,10
2019-12-30,1.0666942201854854,0,0.00036114008274585886,10
2019-12-31,1.0765158888022754,1,0.0015422456407723217,10
2020-01-02,1.0764082372133952,0,-0.0011201936449389827,10
2020-01-03,1.0803989892423926,1,0.001229656895470388,10
2020-01-06,1.0802909493434685,0,-0.0011735444542225082,10
2020-01-07,1.0802909493434685,0,-0.000853573110673711,10
2020-01-08,1.0802909493434685,0,-0.0008555740260592692,10
2020-01-09,1.0770699857896693,1,0.0005314114102536571,10
2020-01-10,1.0844520361187424,1,0.0017328697345848632,10
2020-01-13,1.0843435909151304,0,-0.0006737593105103024,10
2020-01-14,1.0866825573728982,1,0.0017108509507429482,10
2020-01-15,1.0956845177340648,1,0.0010263619805492396,10
2020-01-16,1.0955749492822915,0,-0.0007024158307661566,10
2020-01-17,1.0933183009325127,1,0.001038177592332712,10
2020-01-21,1.0934503157118212,1,0.0016981711653348164,10
2020-01-22,1.0947037029897861,1,0.0016175539945606943,10
2020-01-23,1.0849248624156558,1,0.0006705950224647594,10
2020-01-24,1.0848163699294142,0,-0.0023455700053836457,10
2020-01-27,1.0848163699294142,0,-0.003905729491211485,10
2020-01-28,1.0848163699294142,0,-0.0003098750878701928,10
2020-01-29,1.0848163699294142,0,-0.0031449174291168446,10
2020-01-30,1.0848163699294142,0,7.411587243648654e-05,10
2020-01-31,1.0848163699294142,0,-0.007071404141551963,10
2020-02-03,1.1011155622557962,1,0.0018359703701060325,10
2020-02-04,1.1010054506995706,0,-0.0003620283148950243,10
2020-02-05,1.1045937211205956,1,0.001816463755289366,10
2020-02-06,1.1044832617484837,0,-9.699528028317417e-06,10
2020-02-07,1.1125865201695997,1,0.0032843853034773217,10
2020-02-10,1.1145128008256104,1,0.0021713647793489164,10
2020-02-11,1.1144013495455278,0,-0.00022828662084339868,10
2020-02-12,1.1131003533557833,1,0.001443242350219176,10
2020-02-13,1.1129890433204477,0,0.000492605131491608,10
2020-02-14,1.110005665143868,1,0.0016220751781494513,10
2020-02-18,1.1153003271245383,1,0.0016073139228717892,10
2020-02-19,1.115188797091826,0,-0.00014726062759038428,10
2020-02-20,1.103534410348999,1,0.0013165495063774736,10
2020-02-21,1.0663145076354428,1,0.0032981290340241996,10
2020-02-24,1.0662078761846792,0,-0.0015904273412649772,10
2020-02-25,1.0621727070575604,1,0.0031703899984804273,10
2020-02-26,1.0620664897868546,0,-0.0047819909107079004,10
2020-02-27,1.0620664897868546,0,-0.0030503432264167075,10
2020-02-28,1.0620664897868546,0,-0.009779203597697083,10
2020-03-02,1.0620664897868546,0,-0.0033354092958825634,10
2020-03-03,1.1056846431294598,1,0.0027115419331315673,10
2020-03-04,1.1055740746651468,0,-0.0008902512555663655,10
2020-03-05,1.0870361295564392,1,0.010562604532135644,10
2020-03-06,0.9986466909977821,1,0.006774370583694811,10
2020-03-09,1.0490287761748691,1,0.007633744850694057,10
2020-03-10,1.0489238732972517,0,-0.003066313051155323,10
2020-03-11,0.9433403649033782,1,0.01049121216471267,10
2020-03-12,0.943246030866888,0,-0.0015391080930624134,10
2020-03-13,0.943246030866888,0,-0.008312422104860672,10
2020-03-16,0.9927472518369751,1,0.0037715530012467193,10
2020-03-17,0.9926479771117914,0,-0.014819597683811647,10
2020-03-18,0.9946555351516506,1,0.009984608769108227,10
2020-03-19,0.9945560695981355,0,-0.010830256916685243,10
2020-03-20,0.9686993831542868,1,0.011485668483952693,10
2020-03-23,0.9686025132159715,0,-0.020227491012008426,10
2020-03-24,0.9686025132159715,0,-0.02534013284522576,10
2020-03-25,1.0234671725848212,1,0.005070644318233342,10
2020-03-26,0.9925191447365951,1,0.010091905863479678,10
2020-03-27,0.9924198928221214,0,-0.0017589791398219035,10
2020-03-30,0.9774185121342606,1,0.005357252466324525,10
2020-03-31,0.9773207702830472,0,-0.001976658060933989,10
2020-04-01,0.9995164739348397,1,0.004187428181211583,10
2020-04-02,0.9849639717500995,1,0.003615959219591236,10
2020-04-03,1.048993228432117,1,0.009688244356331487,10
2020-04-06,1.0488883291092739,0,-5.27862511387589e-05,10
2020-04-07,1.0834112399315106,1,0.0027632342341563643,10
2020-04-08,1.0833028988075175,0,-0.0014321949833633774,10
2020-04-09,1.0732590090005256,1,0.0009827681287861267,10
2020-04-13,1.0731516830996255,0,0.00017644638902591936,10
2020-04-14,1.0499985402422758,1,0.0058668059780386805,10
2020-04-15,1.0550515544880548,1,0.008054445768985907,10
2020-04-16,1.0831762851346578,1,0.0021454472651223355,10
2020-04-17,1.0639225651257223,1,0.003205786541826594,10
2020-04-20,1.0311178485868282,1,0.0018601532949823253,10
2020-04-21,1.0310147368019695,0,0.0003717179733285114,10
2020-04-22,1.0310147368019695,0,-0.004160733334408561,10
2020-04-23,1.0310147368019695,0,-0.0012154956701538211,10
2020-04-24,1.0310147368019695,0,-0.0005929054226280428,10
2020-04-27,1.0310147368019695,0,-0.0015191393983052138,10
2020-04-28,1.0575522912966007,1,0.0010908133381619222,10
2020-04-29,1.057446536067471,0,-0.0025525137768236837,10
2020-04-30,1.02897216089449,1,0.0028983651716680825,10
2020-05-01,1.0318065255665776,1,0.003673586839172849,10
2020-05-04,1.0412959830492017,1,0.003243455029479225,10
2020-05-05,1.034213316329897,1,0.002903640344563829,10
2020-05-06,1.0466183760183267,1,0.0037157542052256077,10
2020-05-07,1.0637942649399383,1,0.0021891477919426805,10
2020-05-08,1.0636878855134444,0,-0.002850906330540326,10
2020-05-11,1.0636878855134444,0,-0.0008288211517518462,10
2020-05-12,1.0636878855134444,0,-0.004959488264145673,10
2020-05-13,1.0636878855134444,0,-0.009762750909665562,10
2020-05-14,1.0636878855134444,0,0.0,0
2020-05-15,1.0636878855134444,0,-0.001509925972671944,10
2020-05-18,1.0526008744983617,1,0.0005122255341435178,5
2020-05-19,1.0524956144109119,0,-0.0027015718476870454,10
2020-05-20,1.0524956144109119,0,-0.006211766727391233,10
2020-05-21,1.0524956144109119,0,-0.0006413804111294219,10
2020-05-22,1.065277109286418,1,0.001132349091075824,10
2020-05-26,1.0651705815754893,0,-0.005080300059869369,10
2020-05-27,1.0651705815754893,0,-0.0035855121653837864,10
2020-05-28,1.0697991754744782,1,0.0020128874266855056,10
2020-05-29,1.0696921955569307,0,-0.0039621171975944055,10
2020-06-01,1.078405213502292,1,0.0027358047118674735,10
2020-06-02,1.0926621058167054,1,0.0015795071224505187,10
2020-06-03,1.0925528396061237,0,-5.160296947437359e-06,10
2020-06-04,1.1200899072488626,1,0.002599518803475043,10
2020-06-05,1.1199778982581376,0,-0.0020213810833733525,10
2020-06-08,1.111484046031059,1,0.0036388743599863995,10
2020-06-09,1.1052643762244596,1,0.005192638567702712,10
2020-06-10,1.0396369389924998,1,0.0013044949571002994,10
2020-06-11,1.0395329752986004,0,-0.00595476133543853,10
2020-06-12,1.0395329752986004,0,-0.005441513580756618,4
2020-06-15,1.0592451516438963,1,0.007190850435709262,10
2020-06-16,1.0548364791384959,1,0.0068554525004966395,10
2020-06-17,1.0552423696139595,1,0.004639766475502505,10
2020-06-18,1.0491944214270503,1,0.0039032792272600146,10
2020-06-19,1.0559040454561448,1,0.001619899096082378,10
2020-06-22,1.0557984550515993,0,-0.001820782571892554,10
2020-06-23,1.0284138233735038,1,0.005406741462729769,10
2020-06-24,1.039380281874878,1,0.0008693409074003178,10
2020-06-25,1.0143957394006,1,0.0035716702659780884,10
2020-06-26,1.0291965613644307,1,0.018014185468350076,10
2020-06-29,1.042295998766054,1,0.0018805334069402768,10
2020-06-30,1.0495718231892845,1,0.005991014416555718,10
2020-07-01,1.0494668660069657,0,-0.001575193179320511,10
2020-07-02,1.0654372323499541,1,0.004073261172297382,10
2020-07-06,1.0543917016329682,1,0.003109862534088137,10
2020-07-07,1.0542862624628049,0,-0.001763387856573928,10
2020-07-08,1.048162570682309,1,0.00182452423722248,10
2020-07-09,1.0588105140667101,1,0.004898313841139324,10
2020-07-10,1.0496025226859922,1,0.004723951684541738,10
2020-07-13,1.0631170814071738,1,0.002334961584247974,10
2020-07-14,1.063010769699033,0,-0.0009335991252764408,10
2020-07-15,1.063010769699033,0,-4.9281524811828345e-05,10
2020-07-16,1.0659815283890366,1,0.0027572184592803417,10
2020-07-17,1.0745616919076848,1,0.0014702153512717864,10
2020-07-20,1.076845485301226,1,0.0023327223558406553,10
2020-07-21,1.0829573941091295,1,0.0054865483237220404,10
2020-07-22,1.069958214400864,1,0.0038353880580277886,10
2020-07-23,1.0698512185794238,0,-0.0024066548802089472,10
2020-07-24,1.0698512185794238,0,-0.002748316071697321,10
2020-07-27,1.0629378745962168,1,0.0034355278949107946,10
2020-07-28,1.075930943744207,1,0.0037023268013646415,10
2020-07-29,1.0758233506498327,0,-0.00034537011113870973,10
2020-07-30,1.0758233506498327,0,-0.0012415654083383742,10
2020-07-31,1.0831684669075046,1,0.002199085183094596,10
2020-08-03,1.0873440980255,1,0.0011468293480257686,10
2020-08-04,1.0872353636156975,0,0.0003037070960669297,10
2020-08-05,1.0943692371280505,1,0.0013677977483915527,10
2020-08-06,1.095154658114502,1,0.0028688127299108857,10
2020-08-07,1.0984232842323884,1,0.0009455724138969224,10
2020-08-10,1.0983134419039653,0,-0.0004454767772379853,10
2020-08-11,1.0983134419039653,0,-4.348637451370152e-05,10
2020-08-12,1.0983134419039653,0,-0.0020209606783964775,10
2020-08-13,1.0983134419039653,0,-0.0022812506752604377,10
2020-08-14,1.0983134419039653,0,-0.00027509637122795637,10
2020-08-17,1.0983134419039653,0,0.00018087275571980753,10
2020-08-18,1.0983134419039653,0,-0.0014391208260232879,10
2020-08-19,1.0983134419039653,0,4.106101427145958e-05,10
2020-08-20,1.0983134419039653,0,-0.0002851908189119179,10
2020-08-21,1.0983134419039653,0,-0.0003504978983237095,10
2020-08-24,1.0983134419039653,0,-0.00027663140391096517,10
2020-08-25,1.0983134419039653,0,-0.0016471413120893175,10
2020-08-26,1.0983134419039653,0,0.0004279232696712043,10
2020-08-27,1.105274621393999,1,0.002096611428199413,10
2020-08-28,1.1012629908350073,1,0.0012511153840343958,10
2020-08-31,1.1115871337552947,1,0.00171441280955964,10
2020-09-01,1.1275498703143736,1,0.0013377324532362067,10
2020-09-02,1.1274371153273421,0,-0.0003485768205141682,10
2020-09-03,1.1274371153273421,0,-0.006859971546326005,10
2020-09-04,1.1274371153273421,0,-0.008282835096730602,10
2020-09-08,1.1274371153273421,0,-0.004388477428930315,10
2020-09-09,1.1274371153273421,0,-0.002692571706583191,10
2020-09-10,1.1274371153273421,0,-0.004840895013573654,10
2020-09-11,1.1274371153273421,0,-0.0034601974550140468,10
2020-09-14,1.1274371153273421,0,-0.0028851033674228256,10
2020-09-15,1.1228417034159024,1,0.0015349217269614358,10
2020-09-16,1.1227294192455608,0,-0.0004734637548136966,10
2020-09-17,1.1227294192455608,0,0.0002379550298496902,10
2020-09-18,1.1100527497617927,1,0.0031125677548414997,10
2020-09-21,1.1213010405316879,1,0.0026359467054557937,10
2020-09-22,1.0949906627261403,1,0.006257184302653851,10
2020-09-23,1.0979052855682843,1,0.01103548930278997,10
2020-09-24,1.1155131809085943,1,0.003715207287154332,10
2020-09-25,1.1154016295905034,0,-0.002064835949584598,10
2020-09-28,1.1154016295905034,0,-0.0014963347237049618,10
2020-09-29,1.1237140146793483,1,0.006934157115088269,10
2020-09-30,1.1236016432778804,0,-0.0019122629382698265,10
2020-10-01,1.1236016432778804,0,-0.003298596080121996,10
2020-10-02,1.1236016432778804,0,-0.004393360648312594,10
2020-10-05,1.1074030213586803,1,0.0012661161646351892,10
2020-10-06,1.1265135001917632,1,0.002077040830206478,10
2020-10-07,1.126400848841744,0,-0.0007759159507621405,10
2020-10-08,1.1363015322592906,1,0.0036673646955110327,10
2020-10-09,1.1544362986304162,1,0.0010096924084107783,10
2020-10-12,1.1543208550005533,0,-0.00041469150568556045,10
2020-10-13,1.146930427236974,1,0.00606122170618546,10
2020-10-14,1.1455120170605055,1,0.0025356580559637186,10
2020-10-15,1.1448194285707072,1,0.003438723651433406,10
2020-10-16,1.14470494662785,0,-0.005231746520654568,10
2020-10-19,1.149166431687092,1,0.005830469590669551,10
2020-10-20,1.1469891685458942,1,0.0026705971684225283,10
2020-10-21,1.1532633374298895,1,0.005073921381873081,10
2020-10-22,1.1571723995215488,1,0.002525052458484467,10
2020-10-23,1.1355876823508488,1,0.0017850257169838458,10
2020-10-26,1.1354741235826138,0,-0.006984282089628735,10
2020-10-27,1.1354741235826138,0,0.0002581123163004406,10
2020-10-28,1.1468417409238811,1,0.0019382636666301245,10
2020-10-29,1.1467270567497887,0,-0.00036454432372492465,10
2020-10-30,1.1467270567497887,0,-0.0060068618793841285,10
2020-11-02,1.1467270567497887,0,0.0004245258370763949,10
2020-11-03,1.1467270567497887,0,-0.010873376880965856,10
2020-11-04,1.1467270567497887,0,0.0,0
2020-11-05,1.1467270567497887,0,-0.00441271251028823,10
2020-11-06,1.1467270567497887,0,0.0002575195557374066,10
2020-11-09,1.1467270567497887,0,0.0,1
2020-11-10,1.1550985343535076,1,0.0049107245195834535,10
2020-11-11,1.143837836413335,1,0.007348909865396269,10
2020-11-12,1.1437234526296938,0,-0.000675364177284532,10
2020-11-13,1.157796096373208,1,0.0035862036472561697,10
2020-11-16,1.1576803167635705,0,-0.0017084414458627961,10
2020-11-17,1.1435491710520156,1,0.003963433266565364,10
2020-11-18,1.148353386963947,1,0.0035811367884403646,10
2020-11-19,1.1404626249590493,1,0.004988337907777396,10
2020-11-20,1.1472787926081154,1,0.0019416737516337434,10
2020-11-23,1.1471640647288546,0,-0.0023181521919104497,10
2020-11-24,1.1452795238320026,1,0.0013312786744031691,10
2020-11-25,1.1484648638077637,1,0.006443633113337288,10
2020-11-27,1.1433691494425917,1,0.0029567883048225775,10
2020-11-30,1.1432548125276474,0,-0.0026770036140088215,10
2020-12-01,1.1455426913448463,1,0.0019791772423110032,10
2020-12-02,1.1452301825606845,1,0.0032098430075703454,10
2020-12-03,1.1550573663180197,1,0.0021723613485764128,10
2020-12-04,1.152681131586375,1,0.0015687628280278254,10
2020-12-07,1.1525658634732163,0,-0.0002178666225254311,10
