date,equity,position,mean_pred,spy_neighbors,regime,knn_long,gated
2019-03-20,0.9847579631998951,0,-0.0001514849015991082,10,0.0337928109956277,False,False
2019-03-21,0.9655234712942,1,0.0013309440657510053,10,0.04518003561554517,True,False
2019-03-22,0.9654269189470706,0,-0.0033439260071503442,10,0.02488741222138404,False,False
2019-03-25,0.9654269189470706,0,-0.0006426884739990868,10,0.02398702372202508,False,False
2019-03-26,0.9654269189470706,0,-0.001064165605234102,10,0.03144888518587462,False,False
2019-03-27,0.9654269189470706,0,-0.0017319418864456537,10,0.025928635744005335,False,False
2019-03-28,0.9654269189470706,0,-0.005928654155313584,10,0.02967617831294953,False,False
2019-03-29,0.9767109210245033,1,0.0023187300665753695,10,0.03600087624663725,True,False
2019-04-01,0.9766132499324008,0,-0.0014136069407550522,10,0.04803525821533132,False,False
2019-04-02,0.9766132499324008,0,-0.0020760636179683266,10,0.04830729826490232,False,False
2019-04-03,0.9766132499324008,0,-0.00048324392900722657,10,0.04970050800682102,False,False
2019-04-04,0.9766132499324008,0,-0.000989735109258838,10,0.05220256463124991,False,False
2019-04-05,0.9766132499324008,0,-0.0003245876442418805,10,0.05696445406076912,False,False
2019-04-08,0.9766132499324008,0,-8.420224448206781e-05,10,0.05744406043859051,False,False
2019-04-09,0.9798406298926373,1,0.002120308538227089,10,0.05169588053034162,True,False
2019-04-10,0.9797426458296481,0,-9.738114451520729e-05,10,0.05494380290986135,False,False
2019-04-11,0.9797426458296481,0,-0.0006814424400668706,10,0.05424245124277896,False,False
2019-04-12,0.9797426458296481,0,0.0004055785489478048,10,0.06093860193130499,False,False
2019-04-15,0.980286303555259,1,0.0005053669751900359,10,0.05976811799764803,True,False
2019-04-16,0.9778846970066405,1,0.0008763308492213184,10,0.06001244028796098,True,False
2019-04-17,0.9777869085369398,0,-0.0020288779883027353,10,0.05699127450764735,False,False
2019-04-18,0.9777869085369398,0,-0.0003712593943407505,10,0.05864455637967197,False,False
2019-04-22,0.9777869085369398,0,-0.0019747703031262275,10,0.0591061496670234,False,False
2019-04-23,0.9755169024382799,1,0.0009375415482018923,10,0.06816632819977131,True,False
2019-04-24,0.974915430581287,1,0.0012164120619133634,10,0.06539086388296987,True,False
2019-04-25,0.9748179390382289,0,-0.0025873045074223276,10,0.06438077623083502,False,False
2019-04-26,0.9762474521853166,1,0.0012759218256735317,10,0.06897542569711686,True,False
2019-04-29,0.976149827440098,0,-0.00014843080768729423,10,0.07024081852355718,False,False
2019-04-30,0.976149827440098,0,-0.0009742876144704482,10,0.07042180568173612,False,False
2019-05-01,0.9739427756865489,1,0.0021080614496388427,10,0.06206067890921425,True,False
2019-05-02,0.9738453814089802,0,0.0003379969682273831,10,0.05946079289799739,False,False
2019-05-03,0.9738453814089802,0,-0.0015040369212969474,10,0.0694867839279869,False,False
2019-05-06,0.9573493808280613,1,0.0011594310927171669,10,0.06477844563632339,True,False
2019-05-07,0.9572536458899785,0,-0.00451625360213308,10,0.04676809459886597,False,False
2019-05-08,0.9542575188197276,1,0.0009282348821010977,10,0.04508698878380585,True,False
2019-05-09,0.9590391404679879,1,0.001925942586928997,10,0.04172504868079725,True,False
2019-05-10,0.9589432365539411,0,0.00014396537407597166,10,0.04675627666494214,False,False
2019-05-13,0.9589432365539411,0,-0.0015590696043647156,10,0.02043237331368681,False,False
2019-05-14,0.9589432365539411,0,-0.001175340761680399,10,0.02958209443374521,False,False
2019-05-15,0.9589432365539411,0,-0.004304711376510628,10,0.03546670904292197,False,False
2019-05-16,0.9589432365539411,0,0.0,2,0.04483198439229191,False,False
2019-05-17,0.9524861979487462,1,0.004531190527123918,10,0.037914463966428544,True,False
2019-05-20,0.9523909493289514,0,-0.0025688036076157773,10,0.03091684445425196,False,False
2019-05-21,0.9523909493289514,0,0.0003396364943102803,10,0.04005554608270411,False,False
2019-05-22,0.9405879499837002,1,0.0006195094725798711,10,0.036745226374160854,True,False
2019-05-23,0.9404938911887019,0,-0.005844530026462724,10,0.02404634293649396,False,False
2019-05-24,0.9404938911887019,0,-0.0016197814899649998,10,0.026343695550299986,False,False
2019-05-28,0.9340681686270614,1,0.0047736774092837385,10,0.016818779529305588,True,False
2019-05-29,0.9366155990382892,1,0.004257314481780572,10,0.010043795424969748,True,False
2019-05-30,0.9365219374783853,0,-0.0008101928935106528,10,0.012801978708747289,False,False
2019-05-31,0.9365219374783853,0,0.006389742379260177,10,-0.0007966553270696707,True,True
2019-06-03,0.9365219374783853,0,0.0013143838374642947,10,-0.0032439215999409887,True,True
2019-06-04,0.9365219374783853,0,-0.0032245270865147724,10,0.018339181273475502,False,False
2019-06-05,0.9365219374783853,0,-0.0010209985099955076,10,0.02710337677019625,False,False
2019-06-06,0.9457524685142237,1,0.006860629308404498,10,0.03370900695388446,True,False
2019-06-07,0.9500826808857817,1,0.0008356644010333092,10,0.04393657619085117,True,False
2019-06-10,0.9498523158179214,1,0.0014830482683618306,10,0.0485975597905639,True,False
2019-06-11,0.9481742072033396,1,0.0005430416320542974,10,0.048211815485708284,True,False
2019-06-12,0.9480793897826192,0,-2.8277021446143634e-06,10,0.04623288396691934,False,False
2019-06-13,0.9480793897826192,0,-0.0009052731266656622,10,0.0504301920800709,False,False
2019-06-14,0.9480793897826192,0,0.00044242168439314613,10,0.04919865055513706,False,False
2019-06-17,0.9578593155926629,1,0.00127747273216956,10,0.04952751307854079,True,False
2019-06-18,0.9577635296611037,0,-0.002196464806139442,10,0.060417437524203484,False,False
2019-06-19,0.9577635296611037,0,-0.0007967042726923168,10,0.06267596012973506,False,False
2019-06-20,0.9577635296611037,0,-0.0009374342946097513,10,0.0726387607255097,False,False
2019-06-21,0.9564946404446971,1,0.0008885329504638939,10,0.07088804313795574,True,False
2019-06-24,0.9563989909806526,0,-0.0019120459696768677,10,0.06937807562339823,False,False
2019-06-25,0.9553492951185685,1,0.0018818568382426015,10,0.058731445394553834,True,False
2019-06-26,0.9587307295039269,1,0.002000559231571408,10,0.05751307241535831,True,False
2019-06-27,0.9636514935041967,1,0.0028601796452309538,10,0.06108914076063992,True,False
2019-06-28,0.9635551283548462,0,-0.0005577345706711867,10,0.06636379602397396,False,False
2019-07-01,0.9659647059766259,1,0.0013152496775877154,10,0.07580705670955437,True,False
2019-07-02,0.9658681095060282,0,0.00016742197527648274,10,0.07838830678087894,False,False
2019-07-03,0.9646721916084745,1,0.001477340370665292,10,0.0867419424809853,True,False
2019-07-05,0.9593568108224281,1,0.003384929624509425,10,0.08521488731951438,True,False
2019-07-08,0.9592608751413458,0,8.257207505319996e-05,10,0.07902513244860593,False,False
2019-07-09,0.9592608751413458,0,-0.00012446121345544015,10,0.08014196091726442,False,False
2019-07-10,0.961410734312416,1,0.0013953572825546878,10,0.08509160096495118,True,False
2019-07-11,0.9613145932389847,0,-0.00020085132835623298,10,0.08740430273571488,False,False
2019-07-12,0.9615386379794151,1,0.001213890000760287,10,0.0919949336872131,True,False
2019-07-15,0.9614424841156172,0,-0.0006325508664319912,10,0.09207415930567332,False,False
2019-07-16,0.9614424841156172,0,0.00030950159455356285,10,0.08827055962612987,False,False
2019-07-17,0.9614424841156172,0,0.0003221639959321898,10,0.08064117081617526,False,False
2019-07-18,0.9614424841156172,0,-0.0018734493419004573,10,0.08435242617360386,False,False
2019-07-19,0.9637049591394482,1,0.0017475609793230263,10,0.07813674017020594,True,False
2019-07-22,0.9636085886435343,0,-0.0016825981175839998,10,0.08057539455068424,False,False
2019-07-23,0.9680298272542565,1,0.0006716994061733317,10,0.08805143733596363,True,False
2019-07-24,0.9633944508106816,1,0.0016949933118622696,10,0.09284136707282321,True,False
2019-07-25,0.9698276791096886,1,0.0016981465700585119,10,0.08729593831880968,True,False
2019-07-26,0.96805990357262,1,0.0009030051138232409,10,0.094214104007815,True,False
2019-07-29,0.9679630975822627,0,-0.0012401735312352002,10,0.09185829282854623,False,False
2019-07-30,0.9679630975822627,0,-0.0008610939810925089,10,0.08865364520897114,False,False
2019-07-31,0.9679630975822627,0,-0.004515163662247801,10,0.07617214552302524,False,False
2019-08-01,0.9679630975822627,0,-0.011276568231818196,10,0.06635698225337446,False,False
2019-08-02,0.9383129669278683,1,0.006367598234614214,10,0.05790063327815263,True,False
2019-08-05,0.9382191356311754,0,-0.002280086316757757,10,0.025945131206900215,False,False
2019-08-06,0.9382191356311754,0,-0.003460296667857232,10,0.04011487550470202,False,False
2019-08-07,0.9382191356311754,0,-0.004163782847079833,10,0.040433944216475025,False,False
2019-08-08,0.9382191356311754,0,-0.0029679283109977027,10,0.06043545683958027,False,False
2019-08-09,0.9382191356311754,0,-0.0062372893850946905,10,0.052818562729735063,False,False
2019-08-12,0.9382191356311754,0,-0.00515556787502307,10,0.0396539811880225,False,False
2019-08-13,0.9382191356311754,0,-0.003042426310009949,4,0.05522797031929956,False,False
2019-08-14,0.9406004070797196,1,0.00551504772949567,10,0.023697971570435898,True,False
2019-08-15,0.9543771054567857,1,0.00696173373254112,10,0.02597162257022815,True,False
2019-08-16,0.9658070472396183,1,0.0020652378652643577,10,0.04056668160794037,True,False
2019-08-19,0.9657104665348943,0,-0.0015166022707249205,10,0.05256221939756321,False,False
2019-08-20,0.9734378181893083,1,0.0007397649273982232,10,0.044054688888925345,True,False
2019-08-21,0.9731381556487562,1,0.003241382667941828,10,0.05211250098308207,True,False
2019-08-22,0.94781416991026,1,0.0031746658255315196,10,0.05132465637648582,True,False
2019-08-23,0.9582380303145892,1,0.0007291900782070649,10,0.02403264304912604,True,False
2019-08-26,0.9544707921690153,1,0.003890982004775001,10,0.035040708088567636,True,False
2019-08-27,0.9611683300470972,1,0.0017818129402425776,10,0.030793118767069107,True,False
2019-08-28,0.9610722132140925,0,0.0002735820743197337,10,0.037816986549257865,False,False
2019-08-29,0.960548482165993,1,0.002203580024438079,10,0.05071527656059373,True,False
2019-08-30,0.9604524273177764,0,-0.0006133900237115242,10,0.04979623672161799,False,False
2019-09-03,0.9604524273177764,0,-0.004338203676889485,10,0.04323210644255012,False,False
2019-09-04,0.9726232586979863,1,0.0023432806756265023,10,0.05454576883049522,True,False
2019-09-05,0.9725259963721165,0,-0.00357779363674684,10,0.06754922141394956,False,False
2019-09-06,0.9725259963721165,0,0.0003271053871363172,10,0.06782983255600707,False,False
2019-09-09,0.9725259963721165,0,0.00014340306622004917,10,0.06773386726535123,False,False
2019-09-10,0.9793190183231473,1,0.000733757596510376,10,0.06675841551522903,True,False
2019-09-11,0.9827053452081039,1,0.0010934353325531276,10,0.07359110552737821,True,False
2019-09-12,0.9820526235260978,1,0.0023428089224812433,10,0.07650194055117092,True,False
2019-09-13,0.9819544182637452,0,-0.00044499065814003204,10,0.07506518772208466,False,False
2019-09-16,0.9819544182637452,0,-0.00036423579791033944,10,0.07106082332785113,False,False
2019-09-17,0.9819544182637452,0,-0.0009998951251222188,10,0.0731898470561631,False,False
2019-09-18,0.9817910293689184,1,0.0021305381812442904,10,0.07323397433813214,True,False
2019-09-19,0.9771410095920278,1,0.0005221759881506749,10,0.07259779325052705,True,False
2019-09-20,0.9769119913121952,1,0.0014615110088760375,10,0.0670633660510176,True,False
2019-09-23,0.9692158743602707,1,0.0018678363878226634,10,0.06617966361531015,True,False
2019-09-24,0.9691189527728347,0,-0.0016203934577720069,10,0.05722198082918287,False,False
2019-09-25,0.967001324113623,1,0.0005051187794673062,10,0.0627314821261809,True,False
2019-09-26,0.9669046239812117,0,-0.0028109268050402923,10,0.05979721954840984,False,False
2019-09-27,0.9712811053671984,1,0.002040234479843317,10,0.053403511983672464,True,False
2019-09-30,0.9711839772566616,0,-0.0025262127791204846,10,0.05760067907505047,False,False
2019-10-01,0.9711839772566616,0,-0.002647590871337524,10,0.04440590452895739,False,False
2019-10-02,0.9711839772566616,0,-0.0032774321317739384,10,0.02536072033309116,False,False
2019-10-03,0.9841395572634873,1,0.0016324636441852115,10,0.03302481260138061,True,False
2019-10-04,0.9798843074807676,1,0.001558420503864255,10,0.04618062963853684,True,False
2019-10-07,0.9797863190500196,0,-0.009285409896240715,10,0.04080282984179753,False,False
2019-10-08,0.9889481316741127,1,0.0016872909696524553,10,0.023805163364066816,True,False
2019-10-09,0.995614094047874,1,0.0006618397052672087,10,0.03254074777659662,True,False
2019-10-10,0.9955145326384692,0,-0.00028581202617932177,10,0.03838065173055626,False,False
2019-10-11,0.9955145326384692,0,0.0,0,0.04815307411090387,False,False
2019-10-14,1.0052212891147503,1,0.0009518828007256452,10,0.04603664151463672,True,False
2019-10-15,1.0036055618205553,1,0.004021678336868906,10,0.05537536476567155,True,False
2019-10-16,1.0035052012643733,0,-0.00017684748775836923,10,0.05271541534050174,False,False
2019-10-17,1.0035052012643733,0,-0.0007605584366543461,10,0.05484262905648745,False,False
2019-10-18,1.0101838251733457,1,0.0009447670546440356,10,0.049169260210520954,True,False
2019-10-21,1.0100828067908283,0,0.00041840646185127285,10,0.05533251707806986,False,False
2019-10-22,1.0129160378151223,1,0.002085400734354259,10,0.05099548034553279,True,False
2019-10-23,1.014570167704577,1,0.0007197666651205914,10,0.05318998431947583,True,False
2019-10-24,1.018716194779049,1,0.001847692261187106,10,0.054060785855276336,True,False
2019-10-25,1.0186143231595712,0,-0.001288386539005515,10,0.057518230581021366,False,False
2019-10-28,1.0186143231595712,0,-0.0003422979229086742,10,0.06258672939380895,False,False
2019-10-29,1.0186143231595712,0,-0.001879785681289281,10,0.0613542277766966,False,False
2019-10-30,1.015795985768071,1,0.0011111249228102694,10,0.06372727943088516,True,False
2019-10-31,1.0251633408067187,1,0.0013971739279539542,10,0.06004236867602263,True,False
2019-11-01,1.025060824472638,0,1.3957877719761313e-05,10,0.06898882469922786,False,False
2019-11-04,1.0238237780735513,1,0.0008506577190120268,10,0.072448790456095,True,False
2019-11-05,1.024057516517167,1,0.0015277831460661418,10,0.07037000961332432,True,False
2019-11-06,1.027652457681085,1,0.00130663370818489,10,0.06973215552369644,True,False
2019-11-07,1.027549692435317,0,3.9065481942657244e-07,10,0.07259256361166859,False,False
2019-11-08,1.027549692435317,0,0.0004168033798166881,10,0.07436257765074902,False,False
2019-11-11,1.029610463115217,1,0.0008102550052552892,10,0.07141244545142177,True,False
2019-11-12,1.029943402900399,1,0.0010298860208533434,10,0.0727537078493416,True,False
2019-11-13,1.0298404085601092,0,0.00022308829057466896,10,0.07225932815726842,False,False
2019-11-14,1.0371624278065628,1,0.000753992151262306,10,0.07301379831772413,True,False
2019-11-15,1.0370587115637822,0,9.71741677129323e-05,10,0.07992819647448272,False,False
2019-11-18,1.036656185779655,1,0.0014993800179445849,10,0.07990555697928708,True,False
2019-11-19,1.036552520161077,0,-0.00020734385830767366,10,0.07879934940896155,False,False
2019-11-20,1.036552520161077,0,-0.0013106661665978514,10,0.074011415763432,False,False
2019-11-21,1.036552520161077,0,-0.0009516352540944517,10,0.07147121491615849,False,False
2019-11-22,1.0444508152265275,1,0.0024051373424816445,10,0.07303507496117487,True,False
2019-11-25,1.0443463701450049,0,-0.00048289494564048854,10,0.08048518374228456,False,False
2019-11-26,1.0443463701450049,0,0.0004297980624929032,10,0.08211698723871012,False,False
2019-11-27,1.040361797573912,1,0.0021345186353054933,10,0.08611214363403502,True,False
2019-11-29,1.0402577613941546,0,-6.415063231415274e-05,10,0.08127044922354866,False,False
2019-12-02,1.0402577613941546,0,0.00019822035083478796,10,0.07138381563671509,False,False
2019-12-03,1.0402577613941546,0,-0.005168350524606602,10,0.06354853297764188,False,False
2019-12-04,1.0402577613941546,0,-0.0013402209088901884,10,0.069433528328038,False,False
2019-12-05,1.0402577613941546,0,-0.0029170559223311797,10,0.07065026892454801,False,False
2019-12-06,1.0402577613941546,0,-0.0027533804018257334,10,0.0796966728675368,False,False
2019-12-09,1.0402577613941546,0,-0.0021553584450488827,10,0.07559727491272245,False,False
2019-12-10,1.0402577613941546,0,-0.0011805320027322708,10,0.07369816214112403,False,False
2019-12-11,1.0490801684291453,1,0.002305179617440256,10,0.07602606708027142,True,False
2019-12-12,1.0489752604123024,0,-0.003365937323782475,10,0.08451540085693986,False,False
2019-12-13,1.0489752604123024,0,-0.0013242667350799487,10,0.08440988948235015,False,False
2019-12-16,1.0489752604123024,0,-5.694771743263161e-05,10,0.09104023760281758,False,False
2019-12-17,1.0489752604123024,0,-0.00039246600943689816,10,0.09045282140555369,False,False
2019-12-18,1.0489752604123024,0,-9.390096272987591e-05,10,0.08966458677983573,False,False
2019-12-19,1.053458762695696,1,0.001150386573869433,10,0.09320549606151551,True,False
2019-12-20,1.0533534168194263,0,-0.0012260915686907125,10,0.09703367792355622,False,False
2019-12-23,1.0532810390022234,1,0.0011760692062545708,10,0.09780919434793146,True,False
2019-12-24,1.053175710898323,0,6.240566392401448e-05,10,0.096963765374548,False,False
2019-12-26,1.053175710898323,0,0.0002912183250857403,10,0.10192204238232386,False,False
2019-12-27,1.0472484257174355,1,0.00069440658929798,10,0.10076755296915413,True,False
2019-12-30,1.0471437008748639,0,0.00036106085953395705,10,0.09388226086043568,False,False
2019-12-31,1.0567856804764344,1,0.0015423595562316984,10,0.09572669747850346,True,False
2020-01-02,1.0566800019083868,0,-0.0011203200568610683,10,0.10509958808104655,False,False
2020-01-03,1.060597393211494,1,0.0012297050432077405,10,0.09589517923556144,True,False
2020-01-06,1.0604913334721728,0,-0.0011736831852171114,10,0.0992731119214925,False,False
2020-01-07,1.0604913334721728,0,-0.0008534717905903655,10,0.09529928723060152,False,False
2020-01-08,1.0604913334721728,0,-0.0008556972613259717,10,0.10021446235123006,False,False
2020-01-09,1.0573292948373008,1,0.0005313165329593694,10,0.10674516801127114,True,False
2020-01-10,1.0645762627127482,1,0.0017328117256596443,10,0.1026252959861009,True,False
2020-01-13,1.064469805086477,0,-0.0006739076262510579,10,0.10924655557559403,False,False
2020-01-14,1.0667660116494464,1,0.0017109714506690743,10,0.10663822097655079,True,False
2020-01-15,1.0756029855075009,1,0.0010263210747726071,10,0.10826949919085813,True,False
2020-01-16,1.0754954252089501,0,-0.0007025297420398147,10,0.11656409988730672,False,False
2020-01-17,1.073280244747853,1,0.001038203297082152,10,0.11910261413520633,True,False
2020-01-21,1.0734096236416282,1,0.001698327396691557,10,0.1160044278229292,True,False
2020-01-22,1.0746398229185123,1,0.0016176734431386564,10,0.11525826793812592,True,False
2020-01-23,1.0650404256745687,1,0.0006704954395979179,10,0.11565378600191803,True,False
2020-01-24,1.0649339216320013,0,-0.002345423015297321,10,0.10488594924139077,False,False
2020-01-27,1.0649339216320013,0,-0.0039055446404525187,10,0.08645776589301626,False,False
2020-01-28,1.0649339216320013,0,-0.0003098869701591234,10,0.09705432299601574,False,False
2020-01-29,1.0649339216320013,0,-0.0031449603984013306,10,0.09540177405269916,False,False
2020-01-30,1.0649339216320013,0,7.42398847163095e-05,10,0.09818656852099786,False,False
2020-01-31,1.0649339216320013,0,-0.007071373933061853,10,0.07760088825598602,False,False
2020-02-03,1.0809340591706103,1,0.0018360052516745106,10,0.08490102885748602,True,False
2020-02-04,1.0808259657646933,0,-0.00036207268500154655,10,0.10064071337558382,False,False
2020-02-05,1.0843485783134088,1,0.0018164966792316938,10,0.11248140574420512,True,False
2020-02-06,1.0842401434555775,0,-9.798714028086408e-06,10,0.11538117840909264,False,False
2020-02-07,1.092195102223817,1,0.0032842371729735476,10,0.10861940986331282,True,False
2020-02-10,1.094086295703473,1,0.0021714348799721783,10,0.11602424570877613,True,False
2020-02-11,1.0939768870739026,0,-0.00022851716589773475,10,0.11710096447773828,False,False
2020-02-12,1.0926996266039914,1,0.001443127525388377,10,0.1234044819304841,True,False
2020-02-13,1.092590356641331,0,0.0004924269652287983,10,0.1213240422057273,False,False
2020-02-14,1.0896621985010218,1,0.0016218298887708648,10,0.12218824180195147,True,False
2020-02-18,1.0948599293438972,1,0.0016073705526799208,10,0.11837257920408326,True,False
2020-02-19,1.0947504433509627,0,-0.00014737622212646073,10,0.12281561670370003,False,False
2020-02-20,1.083309650699443,1,0.0013165660524450118,10,0.11730701827721982,True,False
2020-02-21,1.0467717782589019,1,0.003298351908120356,10,0.10489108658497417,True,False
2020-02-24,1.046667101081076,0,-0.0015905071292975138,10,0.06755720389890023,False,False
2020-02-25,1.042705550602168,1,0.0031704331220057114,10,0.03469304901208883,True,False
2020-02-26,1.0426012800471078,0,-0.004781979423195359,10,0.03041789145525399,False,False
2020-02-27,1.0426012800471078,0,-0.003050367159730882,10,-0.01619592233289788,False,False
2020-02-28,1.0426012800471078,0,-0.009779134471452445,10,-0.02060310490564153,False,False
2020-03-02,1.0426012800471078,0,-0.0033353632679517633,10,0.021336757556679565,False,False
2020-03-03,1.0426012800471078,0,0.002711540877717322,10,-0.00817913942508487,True,True
2020-03-04,1.0426012800471078,0,-0.0008902267253877661,10,0.03297935958163819,False,False
2020-03-05,1.0426012800471078,0,0.010562571722071378,10,-0.001730377914529667,True,True
2020-03-06,1.0426012800471078,0,0.006774326009309206,10,-0.018476423323036447,True,True
2020-03-09,1.0426012800471078,0,0.007633718483002561,10,-0.0950183719142927,True,True
2020-03-10,1.0426012800471078,0,-0.003066313550640931,10,-0.04835192761665017,False,False
2020-03-11,1.0426012800471078,0,0.010491248470280823,10,-0.09467773549100073,True,True
2020-03-12,1.0426012800471078,0,-0.0015391673223271063,10,-0.18091771887163485,False,False
2020-03-13,1.0426012800471078,0,-0.00831240922989469,10,-0.11082419348818345,False,False
2020-03-16,1.0426012800471078,0,0.0037715154656170037,10,-0.2076607324470593,True,True
2020-03-17,1.0426012800471078,0,-0.014819656594731256,10,-0.16462488962792987,False,False
2020-03-18,1.0426012800471078,0,0.009984615910280681,10,-0.20652038482221394,True,True
2020-03-19,1.0426012800471078,0,-0.010830219395849295,10,-0.20436057808045235,False,False
2020-03-20,1.0426012800471078,0,0.011485677895630975,10,-0.23803324780524546,True,True
2020-03-23,1.0426012800471078,0,-0.020227523295428186,10,-0.2568205362847048,False,False
2020-03-24,1.0426012800471078,0,-0.025340129511858666,10,-0.1889624140009803,False,False
2020-03-25,1.0426012800471078,0,0.005070657341768925,10,-0.1763210863919105,True,True
2020-03-26,1.0426012800471078,0,0.01009190067825374,10,-0.12790767499303546,True,True
2020-03-27,1.0426012800471078,0,-0.0017589920339013965,10,-0.15347101151300802,False,False
2020-03-30,1.0426012800471078,0,0.005357253872445078,10,-0.1256560662413034,True,True
2020-03-31,1.0426012800471078,0,-0.0019767034981455823,10,-0.13831823709955274,False,False
2020-04-01,1.0426012800471078,0,0.004187460069531568,10,-0.17658294645586778,True,True
2020-04-02,1.0426012800471078,0,0.0036159844491262306,10,-0.15709279448283198,True,True
2020-04-03,1.0426012800471078,0,0.009688243449260536,10,-0.16873380919412273,True,True
2020-04-06,1.0426012800471078,0,-5.28796397102127e-05,10,-0.11252793862392388,False,False
2020-04-07,1.0426012800471078,0,0.002763247221074927,10,-0.11126015643213479,True,True
2020-04-08,1.0426012800471078,0,-0.001432234102656338,10,-0.08119374480546264,False,False
2020-04-09,1.0426012800471078,0,0.0009826928733061458,10,-0.06708487282433341,True,True
2020-04-13,1.0426012800471078,0,0.00017647030264962283,10,-0.07544165897189731,False,False
2020-04-14,1.0426012800471078,0,0.005866798385854377,10,-0.04812165675529389,True,True
2020-04-15,1.0426012800471078,0,0.008054442655216487,10,-0.06817898111647706,True,True
2020-04-16,1.0426012800471078,0,0.002145440151107891,10,-0.06349465579599635,True,True
2020-04-17,1.0426012800471078,0,0.0032057798870883227,10,-0.03810919998569596,True,True
2020-04-20,1.0426012800471078,0,0.00186017263596856,10,-0.05485535309073447,True,True
2020-04-21,1.0426012800471078,0,0.00037171827103872347,10,-0.08323162876251086,False,False
2020-04-22,1.0426012800471078,0,-0.004160680772183234,10,-0.06267729719277848,False,False
2020-04-23,1.0426012800471078,0,-0.0012154341287739178,10,-0.06253048694532316,False,False
2020-04-24,1.0426012800471078,0,-0.0005928619699652416,10,-0.049286369949779786,False,False
2020-04-27,1.0426012800471078,0,-0.0015191082344808925,10,-0.035454142799938686,False,False
2020-04-28,1.0426012800471078,0,0.0010908901474559584,10,-0.039722498073676234,True,True
2020-04-29,1.0426012800471078,0,-0.0025524249999171467,10,-0.014534873551501196,False,False
2020-04-30,1.0426012800471078,0,0.006871064192291776,10,-0.0236329233709735,True,True
2020-05-01,1.0426012800471078,0,0.0036735612973235908,10,-0.049314209246277704,True,True
2020-05-04,1.0426012800471078,0,0.0032434774749462215,10,-0.046520602418643135,True,True
2020-05-05,1.0426012800471078,0,0.002903645401184196,10,-0.03760699566616719,True,True
2020-05-06,1.0426012800471078,0,0.003715635641816206,10,-0.04398474989100397,True,True
2020-05-07,1.0426012800471078,0,0.002189123799698134,10,-0.03232156255406043,True,True
2020-05-08,1.0426012800471078,0,-0.0028508665812842617,10,-0.016237423368462785,False,False
2020-05-11,1.0426012800471078,0,-0.0008287728366358493,10,-0.015987354586147605,False,False
2020-05-12,1.0426012800471078,0,-0.004959460206339195,10,-0.035426136602271494,False,False
2020-05-13,1.0426012800471078,0,-0.009762832406442712,10,-0.052242214199690294,False,False
